id,FrameName,English,French,German,Spanish,Portuguese,Arabic,Chinese,Swedish
1 034,Obscurity,"recondite.a, little known.a, unsung.a, obscure.a",,"obskur.a, unbekannt.a",,,,,okänd.a
1 035,Observable_bodyparts,,,,,,,,
1 036,Obviousness,"unclear.a, visible.a, clearly.adv, audible.a, show up.v, clear.a, stand out.v, noticeable.a, obviously.adv, obvious.a, evident.a, show.v, clarity.n, manifest.a",sans doute.adv,,,"flagrante.n, claro.adv, claro.a, disponível.a, óbvio.a, refletido.a, imperceptível.a, evidente.a",,,"uppenbar.a, uppenbar.adv, solklar.a"
1 037,Occupy_rank,"rank.v, stand.v, top.a","arriver.v, au sommet.prep, bas.adv, haut.adv",,,,,,toppa.v
1 038,Offenses,"sabotage.n, negligence.n, homicide.n, rape.n, battery.n, murder.n, fraud.n, robbery.n, treason.n, hijacking.n, burglary.n, larceny.n, indecent assault.n, theft.n, assault.n, felony.n, copyright infringement.n, arson.n, sexual assault.n, conspiracy.n, statutory rape.n, sexual harassment.n, possession.n, kidnapping.n, child abuse.n, manslaughter.n",,,,"fraude.n, negligência.n",,,"brott.n, bedrägeri.n, barnpornografi.n, brottbegå brott:3.n"
1 039,Offering,"proffer.v, serve.v, extend.v, offer.v",,,,"oferecer.v, servir.v, oferta.n",,,
1 040,Offshoot,"offshoot.n, faction.n, splinter group.n, sect.n, breakaway.a",,Ableger.n,,,,,
1 041,Omen,"prefigure.v, portend.v, foretoken.v, betoken.v, herald.v, bode.v, forebode.v, announce.v, presage.n, promising.a, augur.v, harbinger.n, foretoken.n, threaten.v, foreshadow.v, presage.v, foretell.v, portent.n, omen.n, ominous.a, promise.n, foreshadowing.n, promise.v",,,,"prenunciar.v, prenúncio.n",,,
1 042,Ontogeny,"develop.v, grow.v, growth.n, development.n","croissance.n, développement.n, développer.v",,,,,生长.v,
1 043,Openness,"dark.a, open.a, secluded.a, isolated.a, closed.a",fermé.a,,,"abertura.n, aberto.a, fechado.a",,,"öppenlämna dörren öppen:17.a, tillgänglig.a, öppen.adv, öppen.a, öppenöppen vård.a, öppenhålla ögonen öppna:11.a"
1 044,Operate_vehicle,"punt.v, tack.v, bike.v, row.v, pedal.v, fly.v, toboggan.v, drive.v, parachute.v, sail.v, cycle.v, canoe.v, motor.v, bicycle.v, balloon.v, taxi.v, skate.v, cruise.v, paddle.v, ride.v, sledge.v, boat.v, caravan.v, raft.v","conduire.v, conduite.n","fahren.v, rollen.v, hinfahren.v, fliegen.v, bremsen.v, ziehen.v","conducir.v, cabalgar.v, remar.v, galopar.v, pilotar.v, trotar.v, pedalear.v, patinar.v","montar.v, pilotar.v, -, , teleguiado.a, andar.n",,,
1 045,Operate_vehicle_scenario,,,,,funcionar.v,,,
1 046,Operated_with_means,", electric.p, hybrid.n","électrique.a, hybride.n, à.a, tout.a",,,,,,
1 047,Operating_a_system,"alter.v, alteration.n, change.v, manage.v, operate.v, run.v, perturbation.n","gérer.v, diriger.v",,,"funcionar.v, funcionamento.n, operar.v","n.إدارة, v.أدار",,
1 048,Operational_testing,"testing.n, test.n, flight test.n, flight-testing.n, flight test.v, trial.n, crash-test.v, try out.v, flight-test.v, test.v",,,,testar.v,,,
1 049,Opinion,", believe.v, view.n, opinion.n, subscribe.v, theoretically.adv, belief.n, hold.v, suppose.v, figure.v, expect.v, take.n, think.v, subscriber.n, sense.n, feel.v, believer.n","croire.v, devoir.v, penser.v, trouver.v",,"encontrar.v, considerar.v, impresión.n, creer(impresión).v, sensación.n, creer_(impresión).v, sensación.n\n, creer_(opinión).v, creer(opinión).v, jurar.v, opinión.n","dedução.n, pensar.v, teoria.n, acreditar.v, crer.v, visão.n, para.prep, opinião.n, dizer.v, pessoalmente.adv, achar.v, gosto.n, ponto de vista.n, teoricamente.adv, embasamento.n, determinar.v, positivo.a",,,
1 050,Opportunity,"chance.n, opportunity.n, opportune.a, break.n",débouché.n,Möglichkeit.n,,"oportuno.a, chance.n, oportunidade.n",,,
1 051,Optical_image,"shadow.n, silhouette.n, image.n",,Silhouette.n,,"vulto.n, , sombra.n",,,
1 052,Ordinal_numbers,"thirteenth.a, seventeenth.a, first.num, nineteenth.a, second.a, ninth.a, third.a, last.a, next.a, fourth.a, first.a, eighth.a, eighteenth.n, final.a, sixteenth.a, fifth.a, tenth.a","dernier.a, deuxième.n, premier.a, premier.n, quatrième.num, troisième.a, troisième.n",,,"primeiramente.adv, último.a, segundo.a, primeiro.num, décimo terceiro.a, segundo.num, décimo.num, sexto.a, quarto.a, sétimo.num, quinto.num, nono.num, primeiro.a, décimo sexto.a, décimo nono.a, nono.a, quarto.num, terceiro.a, , décimo sétimo.a, oitavo.a, primeiro.n, décimo.a, sexto.num, terceiro.num, oitavo.num",,,"andra.a, andraå andra sidan:10.a, andraå andra sidan:15.a, andraå andra sidan:1.a, andraför det andra:15.a, andraför det andra:1.a"
1 053,Organization,"cartel.n, union.n, organization.n, club.n, delegation.n, brotherhood.n, news channel.n, group.n, government.n, parliament.n, civilization.n, league.n, agency.n, committee.n, board.n, society.n, news outlet.n, panel.n, association.n, intelligence.n, order.n, brand.n",conseil d administration.n,,,"inteligência.n, cartela.n, corporação.n, órgão.n, pasta.n, união.n, marca.n, organização.n, , empresa.n, liga.n, agência de notícias.n, delegação.n, fraternidade.n, sociedade.n, cartel.n, clube.n, judiciário.n, desorganização.n, governo.n, desorganizar.v, associação.n, organizar.v, grupo.n, parlamento.n, ordem.n, multinacional.n, comitê.n, juntar.v, conselho.n",,,"kommunstyrelse.n, frivilligorganisation.n, organisation.n, råd.n, atomenergiorgan.n, nattklubb.n, kommitté.n, rådha råd:7.n, klubb.n, organ.n, rådha råd:23.n, supporterklubb.n, rådha råd:8.n, valbyrå.n, ministerråd.n, nämnd.n, nyhetsbyrå.n, samfund.n, hyresnämnd.n"
1 054,Organization_of_conversation,,,,,,,,
1 055,Origin,"irish.a, roman.a, canadian.a, american.a, spanish.a, date.v, of.prep, swiss.a, from.prep, european.a, iranian.a, colombian.a, root.n, kenyan.a, local.a, japanese.a, byzantine.a, portuguese.a, jordanian.a, arab.a, cuban.a, originate.v, jamaican.a, vietnamese.a, scottish.a, greek.a, syrian.a, iraqi.a, assyrian.a, origin.n, ottoman.a, brazilian.a, finnish.a, indian.a, dutch.a, italian.a, egyptian.a, chinese.a, northern.a, saudi.a, turkish.a, national.a, come from.v, french.a, nordic.a, russian.a",provenir.v,,,"nacional.a, tupinambá.a, romano.a, sírio.a, assírio.a, árabe.n, oriental.a, brasileiro.a, africano.a, originalmente.adv, mundial.a, saudita.a, cubano.a, mineiro.a, local.a, espanhol.a, colombiano.a, jordaniano.a, provir.v, grego.a, italiano.a, capixaba.a, indígena.a, bizantino.a, irlandês.a, otomano.a, , holândes.a, nacional.n, jamaicano.a, chinês.a, escocês.a, canadense.a, britânico.a, americano.a, datar.v, português.a, suíço.a, internacional.a, herança.n, asiático.a, egípcio.a, iraniano.a, origem.n, queniano.a, vietnamita.a, malaio.a, raiz.n, de.prep, francês.a, finlandês.a, iraquiano.a, russo.a, vir de.v, dinamarquês.a, europeu.a, expatriado.n, japonês.a, argentino.a, indiano.a, turco.a, estrangeiro.a",,,"hebreisk.a, svensk.a, nordisk.a, utländsk.a, arabisk.a, kinesisk.a, tibetansk.a, brittisk.a, storsvensk.a, sovjetisk.a, syrisk.a, åländsk.a, palestinsk.a, spansk.a, vietnamesisk.a, thailändsk.a, afghansk.a, härröra.v, estnisk.a, israelisk.a, evangelisk.a, portugisisk.a, europeisk.a, rumänsk.a, amerikansk.a, somalisk.a, japansk.a, grekisk.a, australisk.a, västerländsk.a, härkomst.n, parisisk.a, västsvensk.a, dansk.a, australiensisk.a, gregoriansk.a, latinsk.a, fransk.a, europeiskEuropeiska unionen.a, österrikisk.a, blågul.a, italiensk.a, makedonisk.a, kanadensisk.a, sydamerikansk.a, sydafrikansk.a"
1 056,Others_situation_as_stimulus,"feel (for).v, sympathize.v, empathize.v, compassion.n, pity.v",,,,,,,sympatisera.v
1 057,Out_of_existence,"history.n, toast.n, a thing of the past.n, gone.a",,"erledigen.v, weg.a, Geschichte.n",,,,,
1 058,Overexploiting,"waste.n, overfishing.v, overfish.a, ","gaspillage.n, gaspiller.v, surpêche.a",,,,,,
1 059,Pardon,"pardon.n, pardon.v",,,,,,,
1 060,Parking,,,,"fondear.v\n, aparcar.v, estacionarse.v, atracar.v, estacionar.v",,,,
1 061,Part_edge,edge.n,,,,beira.n,,,"hörn.n, kant.n, ytterkant.n, dikesren.n, utkant.n"
1 062,Part_inner_outer,"inside.a, core.n, skin.n, interior.a, central.a, inside.n, perimeter.n, surface.n, lining.n, outside.n, middle.n, center.n, inner.a, internal.a, exterior.a, external.a, outside.a, interior.n, shell.n, outer.a, exterior.n",extra-corpóreo.a,"Inneneinrichtung.n, Schale.n, innerer.a",,"externo.a, interno.a, interior.a, exterior.a",,,"inre.a, ytapå ytan:8.n, utomhus.adv, yta.n, kapsel.n, ytaunder ytan:12.n, bark.n"
1 063,Part_ordered_segments,"inning.n, level.n, layer.n, book.n, chapter.n, act.n","passage.n, scène.n",,,"camar.v, camada.n, camado.a, , partícula.n",,,"led.n, kap..n, nivå.n, parti.n, plan.n, skikt.n, avsnitt.n, set.n"
1 064,Part_orientational,"left.n, east.n, back.n, southern.a, crest.n, underbelly.n, north.n, southernmost.a, right.a, northernmost.a, bottom.n, heart.n, central.a, foot.n, bottom.a, top.n, side.n, hind.a, no.a, underside.n, north.a, rear.a, west.a, south.n, tip.n, back.a, right.n, rear.n, eastern.a, west.n, peak.n, centered.a, top.a, south.a, front.a, east.a, western.a, face.n, easternmost.a, summit.n, northern.a, westernmost.a, base.n, left.a, north-south.n, apex.n, front.n, northwest.n","côté.n, fond.n",,,"bilateral.a, cimeira.n, inferior.n, norte.a, lado.n, oriental.a, reto.a, atrás.adv, supra.adv, posterior.a, exterior.a, frente.n, leste.a, sulista.a, esquerdo.a, base.n, fundo.n, noroeste.n, sul.n, trás.adv, baixo-ventre.n, à esquerda.adv, meio.n, dentro.adv, direita.n, acima.adv, lateral.n, entorno.n, , bilateralmente.adv, direção.n, traseiro.a, centralmente.adv, leste.n, interno.n, direito.a, embaixo de.prep, chegada.n, verso.n, ápice.n, crista.n, frente.a, em.adv, na.prep, oeste.a, subdimensionado.a, pico.n, norte-sul.n, debaixo.adv, cima.n, entrada.n, pé.n, cima.adv, norte.n, ocidental.a, oeste.n, topo.n, superior.a, esquerda.n, canto.n, face.n, frontal.a, sul.a, retaguarda.n, inferior.a, anterior.a, horizontal.n, voltar.v",,,"topppå topp:8.n, sida.n, sidavid sidan av:5.n, topp.n, ände.n, topppå topp:18.n, västra.a, sidasida vid sida.n, sidasida vid sida:8.n, södra.a, utsida.n, sidaå ena sidan:1.n, sidaå andra sidan:1.n, insida.n, sidavid sidan av:23.n, sidavid sidan av:17.n, norra.a, sidavid sidan av:15.n, topppå topp:5.n, östra.a, sidavid sidan av:13.n, vänster.a, sidavid sidan om:17.n, sidavid sidan av:19.n, krön.n, mitt.n, ostskalk.n, centrum.n"
1 065,Part_piece,"clod.n, lump.n, shred.n, morsel.n, board [computer].n, flake.n, piece.n, sliver.n, chunk.n, shard.n, chip.n, fragment.n, clump.n, snippet.n, scrap.n, slice.n, hunk.n, smidgen.n",,,,"farpa.n, aglomerado.n, fatia.n, placa.n, lâmina.n, trecho.n, bocado.n, tabua.n, tablete.n, farrapo.n, barra.n, , partícula.n, galho.n, fragmento.n, pedaço.n, naco.n, torrão.n, migalha.n, caco.n, nódulo.n, chip.n, estilhaço.n",,,"del.n, delen del:20.n, delen del:1.n, bit.n, delen del:6.n, delen del:25.n, delen del:5.n, delen del:10.n, delen del:4.n, delen del:22.n, delen del:2.n, deltill stor del:12.n, deltill största delen:3.n, delen del:15.n, delen del:28.n, delen del:32.n, delen del:3.n, deltill största delen:9.n, klump.n, deltill övervägande del:4.n, deltill stor del:14.n, fragment.n, delen del:18.n, delen del:11.n, delen del:8.n, delen del:17.n"
1 066,Part_whole,"segment.n, fragment.n, fifth.n, section.n, percent.n, prefix.n, total.a, development.n, component.n, share.n, tenth.n, portion.n, hundredth.n, third.n, bit.n, half.n, part.n, piece.n, whole.a, eighth.n, quarter.n","compartiment.n, hémisphère.n, partie.n",,,"dividido.a, metade.n, gota.n, cota.n, ponta.a, segmento.n, quinto.n, constituir.v, centro.n, interno.a, seção.n, ter.v, fiapo.n, partir.v, inteiro.a, , centésimo.n, parte.n, porção.n, fragmento.n, dividir.v, completa.v, integrar.v, porcento.n, pertencer.v, pingo.n, completo.a, meio.a, oitavo.n, terceiro.n, decomposição.n, inteirar.v, totalmente.adv, fazer parte.v, gancho.n, por cento.n, fim.n, formar.v, trimestre.n, setor.n, ponta.n, prefixo.n, pontar.v, componente.a, dedo.n, compor.v, todo.n",,,"merpart.n, hälft.n, kvart.n, femtedel.n, halv.a, tredjedel.n, hälfttill hälften:14.n, halv.adv"
1 067,Partiality,"favor.v, partial.a, biased.a, neutral.a, bias.v, bias.n, partiality.n, prejudge.v, prejudice.n, neutrality.n, prejudiced.a, impartiality.n, prefer.v, impartial.a",,,,"preconceito.n, diferenciação.n, , racismo.n, parcial.a, neutro.a",,,"föredra.v, ensidig.a"
1 068,Participation,"entanglement.n, party.n, take part.v, participation.n, participate.v, engage.v, participant.n, embroiled.a, entangled.a, player.n, involved.a, concerned.a, involvement.n",,,,"jogar.v, celebrar.v, participação.n, participar.v, , integrante.n, baladar.v, envolvimento.n, comprometimento.n, participante.a",,,"medverka.v, delta.v, deltagande.n"
1 069,Partitive,"out of.prep, of.prep",,,,"fora.prep, de.prep, parte.n",,,
1 070,Passenger,", passenger.n",,,,,,,
1 071,Passing,pass.v,,"zuspielen.v, abspielen.v, spielen.v, passen.v",,"passar.v, cortar.v",,,"överlämna.v, lämna.v"
1 072,Passing_off,"palm off.v, pass off.v",,,,passar por.v,,,
1 073,Path_shape,"cross.v, bear.v, emergence.n, ascent.n, skirt.v, snake.v, run.v, veer.v, swerve.v, leave.v, slant.v, zigzag.v, round.v, dive.v, wind.v, weave.v, edge.v, undulate.v, twisting.a, ford.v, drop.v, reach.v, meander.v, descent.n, exit.v, twist.v, bend.v, enter.v, rise.v, dip.v, emerge.v, windy.a, swing.v, winding.a, crisscross.v, crest.v, twisty.a, ascend.v, angle.v, descend.v, traverse.v, pass.v","descendre.v, monter.v","ausgehen.v, laufen.v, führen.v, schneiden.v, gehen.v","esquivar.v, recorrer.v, revolotear.v, patrullar.v, vagar.v\n, deambular.v, merodear.v, bordear.v, bordear.v, , rodear.v, callejear.v, rondar.v","enrolado.a, sinuoso.a, ascender.v, sair.v, torcer.v, desviar.v, ondular.v, dobrar.v, balançar.v, serpentear.v, tecer.v, aparecimento.n, descer.v, deslocar.v, afastar.v, beirar.v, emergir.v, girar.v, circular.v, , alcançar.v, crescer.v, entrar.v, ziguezaguear.v, vergar.v, descida.n, virar.v, chegar.v, cair.v, vadear.v, entrecruzar.v, atravessar.v, deixar.v, ascensão.n, correr.v, mergulhar.v, vaguear.v, ruidoso.a, passar.v",,,"gå.v, gågå hem.v, gågå ut.v, slingra.v"
1 074,Path_traveled,"orbit.n, path.n, course.n, circuit.n",,"Kurs.n, Weg.n, Umlaufbahn.n, Kreislauf.n",,"via.n, caminho.n, ordem.n, esquema.n, curso.n, circuito.n, ver.n, órbita.n",,,
1 075,Pathogen,,,,,"hiv.n, ameba.n, pylori.n, vírus.n, fungo.n, bactéria.n, viral.a, verme.n, cândida.n, mofo.n",,,
1 076,Patrolling,"police.v, patrol [act].n, patrol.v, patrol [entity].n",,,,"abordagem.n, patrulha.n, patrulhar.v, escolta.n, , ronda.n",,,
1 077,Pattern,"formation.n, pattern.n, standard.n",,"Formation.n, Muster.n",,"padrão.n, formação.n",,,mönster.n
1 078,Pay_collect_touristic_services,,,,,,,,
1 079,People,"lady.n, mortal.n, human being.n, who.pron, man.n, individual.n, folk.n, person.n, mate.n, anyone.pron, chap.n, audience.n, gent.n, personage.n, woman.n, un.n, dude.n, living being.n, life.n, gay.a, everyone.pron, somebody.pron, humanity.n, kid.n, girl.n, everybody.pron, gentleman.n, someone.n, somebody.n, citizen.n, firecracker.n, guy.n, companion.n, boy.n, someone.pron, folks.n, character.n, one.pron, pax.n, nobody.pron, fellow.n, no one.pron, people.n, human.n","femme.n, fille.n, gens.n, homme.n, humain.a, humain.n, monde.n, personne.n, quelqu un.n, tout.pron, [aucune]personne.n",,"alguien.pron, humanidad.n, persona.n, colega.n, ser, vivo.n, dama.n, hombre.n, personaje.n, ciudadano.n, nadie.pron, caballero.n, uno.pron, niño.n, mujer.n, tío.n, audiencia.n, pueblo.n, compañero.n, humano.n, grupo.n, chico.n, individuo.n, vida.n, quien.pron, gente.n, carácter.n, pandilla.n","pessoal.n, homem.n, galera.n, ser humano.n, colega.n, cara.n, indivíduo.n, personagem.n, dama.n, rapaz.n, menina.n, ninguém.pron, ninguém.n, nenhum.pron, indivíduo.a, , companheiro.n, ser vivo.n, alguém.pron, moço.n, cidadão.n, caráter.n, mortal.n, garoto.n, menino.n, povo.n, cavalheiro.n, pessoas.n, humano.n, todo mundo.n, todos.n, quem.c, alguém.n, pessoa.n, humanidade.n, público.n, um.pron, quem.pron, vida.n, gente.n, mulher.n",,,"människa.n, folk.n, person.n, man.n, kvinna.n, målvakt.n, individ.n, karl.n, jävel.n, snubbe.n, huvudperson.n, själ.n, dam.n, clown.n, övermänniska.n, herre.n, fyr.n"
1 080,People_along_political_spectrum,"left.n, communist.a, patriotic.a, leftist.n, far left.n, far-left.n, conservative.n",,"Konservative.n, Linke.n",,"esquerda.n, comunista.a, nazista.a, direita.n",,,"socialdemokrat.n, miljöpartist.n, socialist.n, liberal.a, kommunist.n"
1 081,People_by_age,"adolescent.n, teenager.n, boy.n, baby.n, coot.n, youngster.n, youth.n, geezer.n, child.n, elderly.n, spring chicken.n, neonate.n, infant.n, newborn.n, kid.n, adult.n","adulte.n, enfant.n, fillette.n, garçon.n, jeune.a, petite.n",,beber.v,"velho.a, adolescente.n, menininho.n, geração.n, velhote.n, infante.n, e.c, idoso.n, bebes.n, garota.n, juventude.n, rapaz.n, menina.n, velho.n, menor.n, , moço.n, senhora.n, molequinho.n, senhor.n, garoto.n, menino.n, pivete.n, adolescente.a, bebê.n, idoso.a, jovem.n, criança.n, pequeno.a, recém-nascido.n, ser.aux, jovem.a, adulto.a, neonato.n",,,"barn.n, vuxen.a, tjej.n, gubbe.n, ungdom.n, barnvänta barn:14.n, käring.n, grabb.n, åldring.n, kille.n, gosse.n, gumma.n, yngling.n, fyraåring.n, förskolebarn.n, överklassflicka.n, skolbarn.n, tonåring.n, flicka.n"
1 082,People_by_criminal_framing,,,,,"abusador.n, vândalo.n, suspeito.n, agressor.n, traficante.n, ladrão.n, vítima.n, autor.n, assaltante.n, acusado.n, presidiário.n, detido.n",,,
1 083,People_by_ethnicity,,,,,"beduíno.n, negro.n, cigano.n, índio.n, afro-brasileiro.a, branco.n",,,
1 084,People_by_health_condition,,,,,"gestante.n, paciente.a, vítima.n, pacientar.v, dever.n, paciente.n, pacientemente.adv",,,
1 085,People_by_jurisdiction,"parishioner.n, citizen.n, citizenry.n, national.n, subject.n, expatriate.n",,Bürger.n,,"cidadão.n, paroquiano.n, súdito.n",,,medborgare.n
1 086,People_by_leisure_activity,", voyager.n, attendee.n, reveller.n, geek.n, wayfarer.n, jet setter.n, gambler.n, adventurer.n, costumer.n, guest.n, player.n, bather.n, naturist.n, reveler.n, visitor.n, tourist.n, gamer.n, merrymaker.n, traveler.n, sunbather.n",,,"fiestero.n, viajero.n, frecuentador.n, bañista.n, turista.n, naturista.n, holgón.n, geek.n, visitante.n, aventurero.n","jogador.n, viajante.n, banhista.n, folião.n, geek.n, turista.n, naturista.n, motoqueiro.n, visitante.n, frequentador.n, , gamer.n, aventureiro.n, backpacker.n",,,
1 087,People_by_military_specialty,"signaller.n, gunner.n, sniper.n, infantryman.n",,,,"navegador.n, sniper.n, artilheiro.n",,,
1 088,People_by_morality,"malefactor.n, villain.n, saint.n, miscreant.n, evildoer.n, wrongdoer.n, fink.n, sinner.n, degenerate.n, reprobate.n, delinquent.n, bad apple.n, low life.n",,,,"bandido.n, delinquente.a, pecador.n, santo.n, anjo.n",,,
1 089,People_by_origin,"extraterrestrial.n, ottoman.n, Brit.n, french.n, spanish.n, omani.n, alien [ET].n, argentinian.n, bolivian.n, foreigner.n, german.n, syngaporean.n, native.n, Kraut.n, Frenchman.n, brazilian.n, Frenchy.n, American.n, Chicagoan.n, netherlander.n, Greek.n, italian.n, malayan.n, scottish.a, dutchman.n, french people.n, Frenchwoman.n, alien [foreigner].n, scot.n, English.n, Denverite.n, Dubliner.n, local.n, hollander.n, highlander.n, englishwoman.n, Iranian.n, brazilian.a, alien.n, dutch.n, American [N and S Am].n, Indian [American].n, Californian.n, red indian.n, carioca.n, american indian.n, indigenous group.n, copenhagenner.n, Turk.n, Mexican.n, Irish.n, Persian.n, indian.n, portuguese.n, dane.n, alagoano.n, mykonian.n, New Yorker.n",martien.n,"Franzose.n, Brite.n, Ausländer.n","inglesa.n, indio.n, francés.n, extraterrestre.n, neoyorquino.n, mexicano.n, americano.n, iraní.n, griego.n, californiano.n, francesa.n, turco.n, portugués.n, portugués.a, español.n, alemán.n, carioca.n, italiano.n, holandés.n, boliviano.n, otomano.n, brasileño.a, alagoano.n, inglés.n, irlandés.n, británico.n, extranjero.n, argentino.a, brasileño.n, persa.n","inglesa.n, iraniano.n, brasileiro.a, alemão.n, otomano.n, mexicano.n, americano.n, português.n, cubano.n, soteropolitano.a, grego.n, californiano.n, austríaco.a, francesa.n, holandês.n, turco.n, egípcio.n, , carioca.n, inglês.n, italiano.n, britânico.n, paulista.n, francês.n, viking.n, boliviano.n, irlandês.n, ET.n, pernambucano.n, omani.n, gringo.a, alagoano.n, dinamarquês.n, local.n, nova iorquino.n, brasileiro.n, islandês.a, espanhol.n, índio.n, persa.n, escocês.n, estrangeiro.n, inca.n",,,"svensk.n, arab.n, sydamerikan.n, svenska.n, serb.n, assyrier.n, kines.n, fransman.n, japan.n, dansk.n, engelsman.n, armenier.n, stockholmare.n, amerikan.n, britt.n, italienare.n, israel.n, ryss.n, landsman.n, finländare.n, göteborgare.n, indian.n, nepales.n, indier.n, venezuelan.n, europé.n, australiensare.n, skotte.n, ungerska.n, polska.n, finlandssvensk.n, palestinier.n, cypriot.n, norrman.n, est.n, värmlänning.n, jude.n, tysk.n, amerikanare.n"
